Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2017-08;RER;E;RER E;94.5;17.2
2020-02;Transilien;R;Paris Sud Est;80.723;4.188
2019-01;Transilien;L;Paris Saint-Lazare Sud;91.7;11.0
2013-05;RER;D;RER D;87.1;6.8
2019-01;Transilien;R;Paris Sud Est;80.2;4.1
2017-08;Transilien;H;Paris Nord Ouest;97.6;40.7
2020-02;Transilien;U;La Verrière - La Défense;95.379;20.64
2019-01;Transilien;U;La Verrière - La Défense;92.9;13.1
2013-05;RER;E;RER E;95.5;21.2
2019-02;Transilien;K;Paris Nord Crépy;94.867;18.5
2017-08;Transilien;N;Paris Montparnasse;92.0;11.5
2020-03;Transilien;J;Paris Saint-Lazare Nord;90.737;9.795
2019-02;RER;A;RER A;86.9;6.6
2013-05;Transilien;N;Paris Montparnasse;96.1;24.6
2019-02;Transilien;L;Paris Saint-Lazare Sud;95.112;19.5
2017-08;Transilien;U;La Verrière - La Défense;96.1;24.6
2020-03;Transilien;L;Paris Saint-Lazare Sud;94.21;16.271
2019-02;Transilien;H;Paris Nord Ouest;93.421;14.2
2013-06;RER;A;RER A;83.4;5.0
2019-02;Transilien;N;Paris Montparnasse;92.878;13.0
2017-09;RER;C;RER C;92.3;12.0
2020-03;Transilien;N;Paris Montparnasse;95.275;20.163
2019-03;RER;B;RER B;89.0;8.1
2013-06;Transilien;K;Paris Nord Crépy;71.9;2.6
2019-03;RER;A;RER A;88.3;7.5
2017-09;Transilien;L;Paris Saint-Lazare Sud;88.1;7.4
2020-06;Transilien;K;Paris Nord Crépy;92.545;12.414
2019-03;RER;D;RER D;89.507;8.5
2013-07;Transilien;L;Paris Saint-Lazare Sud;87.2;6.8
2019-03;Transilien;K;Paris Nord Crépy;95.243;20.0
2017-10;RER;C;RER C;89.4;8.4
2020-06;Transilien;L;Paris Saint-Lazare Sud;93.307;13.94
2019-03;Transilien;R;Paris Sud Est;88.651;7.8
2013-07;Transilien;R;Paris Sud Est;88.5;7.7
2019-03;Transilien;P;Paris Est;90.751;9.8
2017-10;RER;E;RER E;91.8;11.2
2020-06;Transilien;N;Paris Montparnasse;90.864;9.946
2019-04;RER;C;RER C;90.907;10.0
2013-07;Transilien;U;La Verrière - La Défense;94.3;16.5
2019-04;Transilien;J;Paris Saint-Lazare Nord;91.837;11.3
2017-10;Transilien;U;La Verrière - La Défense;92.1;11.7
2020-07;RER;A;RER A;89.038;8.122
2019-04;RER;D;RER D;87.09;6.7
2013-08;RER;B;RER B;89.9;8.9
2019-05;RER;A;RER A;88.536;7.7
2017-11;RER;A;RER A;71.02;2.5
2020-07;Transilien;L;Paris Saint-Lazare Sud;96.892;31.171
2019-04;Transilien;H;Paris Nord Ouest;96.27;25.8
2013-08;Transilien;H;Paris Nord Ouest;95.4;20.7
2019-05;Transilien;P;Paris Est;91.624;10.9
2017-11;RER;C;RER C;85.8;6.0
2020-07;Transilien;R;Paris Sud Est;90.137;9.139
2019-04;Transilien;L;Paris Saint-Lazare Sud;93.565;14.5
2013-08;Transilien;N;Paris Montparnasse;96.0;24.0
2019-06;RER;C;RER C;86.092;6.2
2017-12;RER;C;RER C;88.7;7.8
2020-07;Transilien;U;La Verrière - La Défense;96.83;30.542
2019-04;Transilien;N;Paris Montparnasse;94.439;17.0
2013-10;Transilien;K;Paris Nord Crépy;81.2;4.3
2019-06;RER;D;RER D;86.267;6.3
2017-12;Transilien;J;Paris Saint-Lazare Nord;85.8;6.0
2020-08;Transilien;H;Paris Nord Ouest;90.715;9.77
2019-05;RER;E;RER E;95.911;23.5
2013-11;RER;B;RER B;77.9;3.5
2019-06;Transilien;K;Paris Nord Crépy;92.505;12.3
2017-12;Transilien;P;Paris Est;91.5;10.8
2020-09;RER;A;RER A;87.412;6.944
2019-05;Transilien;N;Paris Montparnasse;94.099;15.9
2013-12;RER;D;RER D;85.5;5.9
2019-06;Transilien;L;Paris Saint-Lazare Sud;92.117;11.7
2018-01;Transilien;J;Paris Saint-Lazare Nord;92.2;11.8
2020-09;Transilien;R;Paris Sud Est;90.616;9.656
2019-05;Transilien;R;Paris Sud Est;91.536;10.8
2013-12;Transilien;P;Paris Est;91.0;10.1
2019-07;RER;A;RER A;84.462;5.4
2018-01;Transilien;L;Paris Saint-Lazare Sud;89.8;8.8
2020-10;RER;A;RER A;82.491;4.711
2019-06;RER;A;RER A;86.691;6.5
2014-01;Transilien;U;La Verrière - La Défense;93.2;13.7
2019-07;Transilien;H;Paris Nord Ouest;93.664;14.8
2018-02;RER;C;RER C;82.9;4.8
2020-10;Transilien;K;Paris Nord Crépy;87.645;7.094
2019-06;RER;E;RER E;91.025;10.1
2014-03;Transilien;K;Paris Nord Crépy;87.9;7.3
2019-07;Transilien;R;Paris Sud Est;86.516;6.4
2018-02;Transilien;J;Paris Saint-Lazare Nord;84.1;5.3
2020-10;Transilien;L;Paris Saint-Lazare Sud;91.109;10.248
2019-06;Transilien;J;Paris Saint-Lazare Nord;86.187;6.2
2014-03;Transilien;P;Paris Est;88.8;7.9
2019-08;RER;B;RER B;91.252;10.4
2018-02;Transilien;K;Paris Nord Crépy;88.7;7.8
2020-10;Transilien;N;Paris Montparnasse;93.261;13.84
2019-07;RER;E;RER E;91.031;10.1
2014-04;RER;A;RER A;85.7;6.0
2019-08;Transilien;H;Paris Nord Ouest;95.009;19.0
2018-02;Transilien;N;Paris Montparnasse;82.7;4.8
2020-10;Transilien;R;Paris Sud Est;87.883;7.253
2019-07;Transilien;K;Paris Nord Crépy;93.187;13.7
2014-04;RER;E;RER E;93.9;15.4
2019-09;RER;A;RER A;87.573;7.0
2018-03;RER;A;RER A;81.3;4.3
2020-11;RER;A;RER A;90.137;9.138
2019-07;Transilien;P;Paris Est;82.731;4.8
2014-04;Transilien;H;Paris Nord Ouest;95.7;22.3
2019-09;RER;D;RER D;86.799;6.6
2018-03;Transilien;H;Paris Nord Ouest;93.7;14.9
2020-11;RER;B;RER B;87.683;7.119
2019-08;RER;D;RER D;88.681;7.8
2014-04;Transilien;J;Paris Saint-Lazare Nord;88.9;8.0
2019-09;RER;E;RER E;90.13;9.1
2018-03;Transilien;P;Paris Est;91.5;10.8
2020-11;RER;E;RER E;95.313;20.333
2019-08;Transilien;J;Paris Saint-Lazare Nord;94.401;16.9
2014-04;Transilien;R;Paris Sud Est;88.5;7.7
2019-09;Transilien;J;Paris Saint-Lazare Nord;91.435;10.7
2018-03;Transilien;R;Paris Sud Est;86.0;6.1
2020-11;Transilien;K;Paris Nord Crépy;94.156;16.11
2019-08;Transilien;L;Paris Saint-Lazare Sud;96.777;30.0
2014-05;Transilien;H;Paris Nord Ouest;96.9;31.3
2019-09;Transilien;R;Paris Sud Est;86.238;6.3
2018-04;RER;D;RER D;90.5;9.5
2020-12;RER;D;RER D;87.554;7.035
2019-08;Transilien;N;Paris Montparnasse;95.268;20.1
2014-05;Transilien;J;Paris Saint-Lazare Nord;87.1;6.8
2019-10;RER;A;RER A;85.823;6.1
2018-04;Transilien;L;Paris Saint-Lazare Sud;96.1;24.6
2020-12;Transilien;U;La Verrière - La Défense;96.436;27.056
2019-08;Transilien;P;Paris Est;91.514;10.8
2014-06;RER;C;RER C;87.3;6.9
2019-11;RER;A;RER A;82.055;4.6
2018-05;Transilien;H;Paris Nord Ouest;90.8;9.9
2021-01;RER;B;RER B;85.704;5.995
2019-08;Transilien;U;La Verrière - La Défense;96.816;30.4
2014-06;Transilien;K;Paris Nord Crépy;79.6;3.9
2019-11;RER;B;RER B;78.263;3.6
2018-05;Transilien;N;Paris Montparnasse;92.1;11.7
2021-01;RER;E;RER E;94.692;17.841
2019-09;RER;B;RER B;82.206;4.6
2014-07;Transilien;R;Paris Sud Est;89.7;8.7
2019-11;Transilien;H;Paris Nord Ouest;93.784;15.1
2018-05;Transilien;P;Paris Est;87.2;6.8
2021-01;Transilien;H;Paris Nord Ouest;94.673;17.774
2019-09;Transilien;K;Paris Nord Crépy;91.221;10.4
2014-08;Transilien;K;Paris Nord Crépy;91.3;10.5
2019-11;Transilien;J;Paris Saint-Lazare Nord;88.022;7.3
2018-05;Transilien;U;La Verrière - La Défense;94.4;16.9
2021-01;Transilien;P;Paris Est;91.682;11.023
2019-10;RER;D;RER D;79.859;4.0
2014-09;Transilien;H;Paris Nord Ouest;96.3;26.0
2020-02;RER;A;RER A;83.008;4.885
2018-06;Transilien;K;Paris Nord Crépy;94.4;16.9
2021-01;Transilien;R;Paris Sud Est;89.271;8.32
2019-11;RER;C;RER C;80.676;4.2
2014-10;Transilien;H;Paris Nord Ouest;93.7;14.9
2020-03;RER;A;RER A;89.859;8.861
2018-07;Transilien;R;Paris Sud Est;81.7;4.5
2021-01;Transilien;U;La Verrière - La Défense;96.954;31.833
2019-11;Transilien;R;Paris Sud Est;86.259;6.3
2014-11;RER;C;RER C;86.735;6.5
2020-03;Transilien;U;La Verrière - La Défense;99.411;168.685
2018-08;RER;B;RER B;89.0;8.1
2021-02;Transilien;P;Paris Est;89.8;8.804
2020-02;RER;B;RER B;80.025;4.006
2014-11;Transilien;H;Paris Nord Ouest;94.748;18.0
2020-06;RER;A;RER A;83.835;5.186
2018-09;RER;C;RER C;90.0;9.0
2021-02;Transilien;R;Paris Sud Est;85.204;5.759
2020-02;RER;C;RER C;83.249;4.97
2014-11;Transilien;U;La Verrière - La Défense;88.863;8.0
2020-06;RER;D;RER D;90.639;9.683
2018-09;RER;D;RER D;84.5;5.5
2021-03;RER;C;RER C;93.572;14.558
2020-03;Transilien;R;Paris Sud Est;85.194;5.754
2014-12;Transilien;K;Paris Nord Crépy;83.6;5.1
2020-06;RER;E;RER E;89.21;8.268
2018-10;Transilien;K;Paris Nord Crépy;88.2;7.5
2021-03;Transilien;H;Paris Nord Ouest;95.975;23.847
2020-06;RER;C;RER C;85.34;5.821
2014-12;Transilien;R;Paris Sud Est;87.6;7.1
2020-06;Transilien;H;Paris Nord Ouest;92.918;13.119
2018-10;Transilien;L;Paris Saint-Lazare Sud;91.6;10.9
2021-04;RER;D;RER D;91.856;11.28
2020-06;Transilien;P;Paris Est;92.538;12.401
2015-01;RER;A;RER A;74.5;2.9
2020-07;RER;E;RER E;93.793;15.111
2018-10;Transilien;P;Paris Est;86.4;6.4
2021-04;Transilien;N;Paris Montparnasse;93.668;14.793
2020-07;RER;C;RER C;92.269;11.935
2015-01;RER;B;RER B;88.5;7.7
2020-07;Transilien;P;Paris Est;90.454;9.475
2018-10;Transilien;R;Paris Sud Est;90.0;9.0
2021-04;Transilien;P;Paris Est;94.975;18.901
2020-07;RER;D;RER D;88.805;7.932
2015-01;Transilien;J;Paris Saint-Lazare Nord;87.233;6.8
2020-08;RER;A;RER A;85.83;6.057
2018-12;RER;C;RER C;87.3;6.9
2021-05;RER;E;RER E;95.751;22.536
2020-08;Transilien;N;Paris Montparnasse;94.968;18.872
2015-02;Transilien;N;Paris Montparnasse;93.771;15.1
2020-08;RER;E;RER E;91.532;10.809
2018-12;RER;D;RER D;87.0;6.7
2021-05;Transilien;H;Paris Nord Ouest;96.324;26.206
2020-08;Transilien;R;Paris Sud Est;92.623;12.555
2015-02;Transilien;R;Paris Sud Est;91.222;10.4
2020-08;Transilien;K;Paris Nord Crépy;76.914;3.332
2018-12;Transilien;H;Paris Nord Ouest;93.2;13.7
2021-05;Transilien;P;Paris Est;95.122;19.5
2020-09;RER;B;RER B;83.409;5.027
2015-03;RER;D;RER D;86.308;6.3
2020-08;Transilien;L;Paris Saint-Lazare Sud;95.972;23.829
2018-12;Transilien;J;Paris Saint-Lazare Nord;88.5;7.7
2021-06;RER;A;RER A;90.045;9.045
2020-09;Transilien;U;La Verrière - La Défense;96.659;28.932
2015-03;RER;E;RER E;96.326;26.2
2020-09;Transilien;J;Paris Saint-Lazare Nord;91.481;10.738
2019-01;RER;A;RER A;85.0;5.7
2021-06;RER;B;RER B;82.345;4.664
2020-10;RER;C;RER C;86.411;6.359
2015-03;Transilien;J;Paris Saint-Lazare Nord;87.498;7.0
2020-09;Transilien;N;Paris Montparnasse;93.646;14.737
2019-01;Transilien;P;Paris Est;85.2;5.8
2021-06;Transilien;J;Paris Saint-Lazare Nord;90.195;9.199
2020-10;RER;D;RER D;86.782;6.565
2015-03;Transilien;U;La Verrière - La Défense;95.922;23.5
2020-09;Transilien;P;Paris Est;92.999;13.283
2019-02;Transilien;U;La Verrière - La Défense;96.535;27.9
2021-06;Transilien;K;Paris Nord Crépy;92.56;12.441
2020-10;Transilien;J;Paris Saint-Lazare Nord;89.471;8.497
2015-04;Transilien;L;Paris Saint-Lazare Sud;81.752;4.5
2020-10;RER;B;RER B;82.877;4.84
2019-03;RER;C;RER C;91.655;11.0
2021-07;RER;A;RER A;88.621;7.788
2020-10;Transilien;P;Paris Est;91.472;10.726
2015-04;Transilien;P;Paris Est;87.956;7.3
2020-10;Transilien;H;Paris Nord Ouest;92.641;12.59
2019-03;RER;E;RER E;95.286;20.2
2021-07;Transilien;L;Paris Saint-Lazare Sud;96.63;28.672
2020-11;Transilien;N;Paris Montparnasse;90.56;9.593
2015-05;RER;C;RER C;91.445;10.7
2020-11;RER;D;RER D;89.029;8.115
2019-04;RER;A;RER A;89.4;8.4
2021-07;Transilien;U;La Verrière - La Défense;97.489;38.828
2020-12;Transilien;J;Paris Saint-Lazare Nord;92.082;11.629
2015-05;Transilien;N;Paris Montparnasse;93.781;15.1
2020-11;Transilien;J;Paris Saint-Lazare Nord;92.976;13.238
2019-04;Transilien;P;Paris Est;90.178;9.2
2021-08;RER;A;RER A;91.153;10.303
2020-12;Transilien;R;Paris Sud Est;86.989;6.686
2015-06;Transilien;U;La Verrière - La Défense;93.659;14.8
2020-11;Transilien;U;La Verrière - La Défense;95.831;22.986
2019-05;RER;D;RER D;87.432;7.0
2021-08;RER;C;RER C;95.165;19.683
2021-01;RER;D;RER D;85.923;6.104
2015-07;RER;D;RER D;87.7;7.1
2020-12;Transilien;H;Paris Nord Ouest;96.386;26.667
2019-05;Transilien;J;Paris Saint-Lazare Nord;91.964;11.4
2021-08;Transilien;N;Paris Montparnasse;96.911;31.373
2021-01;Transilien;K;Paris Nord Crépy;94.747;18.036
2015-07;Transilien;J;Paris Saint-Lazare Nord;86.9;6.6
2020-12;Transilien;K;Paris Nord Crépy;94.445;17.001
2019-05;Transilien;L;Paris Saint-Lazare Sud;91.796;11.2
2021-09;Transilien;J;Paris Saint-Lazare Nord;93.138;13.574
2021-01;Transilien;N;Paris Montparnasse;94.618;17.58
2015-07;Transilien;K;Paris Nord Crépy;89.4;8.4
2020-12;Transilien;N;Paris Montparnasse;95.478;21.112
2019-05;Transilien;U;La Verrière - La Défense;93.95;15.5
2021-10;RER;A;RER A;86.592;6.458
2021-02;RER;A;RER A;80.019;4.005
2015-08;RER;A;RER A;82.997;4.9
2020-12;Transilien;P;Paris Est;92.782;12.854
2019-06;RER;B;RER B;84.57;5.5
2021-10;Transilien;P;Paris Est;89.298;8.344
2021-02;Transilien;U;La Verrière - La Défense;93.66;14.773
2015-08;RER;C;RER C;93.1;13.5
2021-01;RER;C;RER C;90.068;9.068
2019-06;Transilien;P;Paris Est;86.779;6.6
2021-10;Transilien;R;Paris Sud Est;80.11;4.028
2021-03;RER;E;RER E;93.919;15.446
2015-08;RER;E;RER E;94.7;17.9
2021-01;Transilien;J;Paris Saint-Lazare Nord;92.064;11.6
2019-06;Transilien;R;Paris Sud Est;83.92;5.2
2021-11;Transilien;J;Paris Saint-Lazare Nord;91.691;11.035
2021-03;Transilien;L;Paris Saint-Lazare Sud;95.014;19.057
2015-08;Transilien;P;Paris Est;90.8;9.9
2021-02;Transilien;L;Paris Saint-Lazare Sud;89.43;8.46
2019-07;Transilien;U;La Verrière - La Défense;95.068;19.3
2021-11;Transilien;K;Paris Nord Crépy;93.467;14.308
2021-04;Transilien;H;Paris Nord Ouest;96.213;25.403
2015-08;Transilien;U;La Verrière - La Défense;95.9;23.4
2021-02;Transilien;N;Paris Montparnasse;90.186;9.189
2019-08;RER;C;RER C;93.393;14.1
2021-11;Transilien;L;Paris Saint-Lazare Sud;92.772;12.834
2021-04;Transilien;R;Paris Sud Est;88.236;7.501
2015-09;Transilien;H;Paris Nord Ouest;95.658;22.0
2021-03;RER;D;RER D;90.802;9.872
2019-08;RER;E;RER E;85.001;5.7
2021-12;RER;A;RER A;88.986;8.079
2021-05;RER;D;RER D;90.479;9.503
2015-09;Transilien;N;Paris Montparnasse;92.971;13.2
2021-03;Transilien;J;Paris Saint-Lazare Nord;93.796;15.12
2019-08;Transilien;R;Paris Sud Est;86.617;6.5
2021-12;RER;C;RER C;90.559;9.592
2021-06;RER;E;RER E;91.71;11.063
2015-10;Transilien;U;La Verrière - La Défense;91.457;10.7
2021-03;Transilien;U;La Verrière - La Défense;95.385;20.667
2019-09;RER;C;RER C;89.033;8.1
2022-01;RER;A;RER A;88.235;7.5
2021-06;Transilien;H;Paris Nord Ouest;92.52;12.37
2015-11;RER;D;RER D;81.6;4.4
2021-04;RER;A;RER A;94.699;17.866
2019-10;RER;C;RER C;82.873;4.8
2022-01;RER;C;RER C;87.659;7.103
2021-06;Transilien;L;Paris Saint-Lazare Sud;95.616;21.811
2015-11;Transilien;R;Paris Sud Est;82.2;4.6
2021-04;RER;C;RER C;93.323;13.977
2019-10;Transilien;R;Paris Sud Est;81.091;4.3
2022-01;Transilien;H;Paris Nord Ouest;96.21;25.387
2021-07;Transilien;R;Paris Sud Est;90.771;9.835
2015-11;Transilien;U;La Verrière - La Défense;90.5;9.5
2021-04;Transilien;U;La Verrière - La Défense;95.583;21.638
2019-11;RER;D;RER D;83.007;4.9
2022-02;RER;E;RER E;93.512;14.412
2021-08;Transilien;L;Paris Saint-Lazare Sud;96.82;30.449
2015-12;RER;D;RER D;88.5;7.7
2021-05;Transilien;L;Paris Saint-Lazare Sud;97.506;39.092
2019-11;RER;E;RER E;91.331;10.5
2022-02;Transilien;H;Paris Nord Ouest;95.883;23.289
2021-08;Transilien;R;Paris Sud Est;91.475;10.73
2015-12;RER;E;RER E;95.5;21.2
2021-06;RER;C;RER C;92.793;12.876
2019-11;Transilien;U;La Verrière - La Défense;96.521;27.7
2022-02;Transilien;J;Paris Saint-Lazare Nord;95.567;21.556
2021-09;RER;D;RER D;86.687;6.512
2016-01;RER;E;RER E;95.1;19.4
2021-06;RER;D;RER D;89.316;8.36
2020-02;RER;D;RER D;84.304;5.371
2022-02;Transilien;P;Paris Est;89.869;8.87
2021-09;Transilien;K;Paris Nord Crépy;95.429;20.877
2016-01;Transilien;R;Paris Sud Est;87.2;6.8
2021-06;Transilien;U;La Verrière - La Défense;95.997;23.983
2020-02;RER;E;RER E;88.05;7.368
2022-03;RER;A;RER A;91.106;10.244
2021-09;Transilien;L;Paris Saint-Lazare Sud;92.786;12.862
2016-01;Transilien;U;La Verrière - La Défense;94.1;15.9
2021-07;RER;C;RER C;92.668;12.639
2020-02;Transilien;H;Paris Nord Ouest;90.557;9.59
2022-03;RER;D;RER D;87.736;7.154
2021-09;Transilien;P;Paris Est;91.338;10.544
2016-02;Transilien;J;Paris Saint-Lazare Nord;91.5;10.8
2021-07;Transilien;H;Paris Nord Ouest;96.649;28.844
2020-02;Transilien;P;Paris Est;89.116;8.187
2022-03;Transilien;J;Paris Saint-Lazare Nord;93.935;15.488
2021-11;RER;B;RER B;81.05;4.277
2016-02;Transilien;N;Paris Montparnasse;93.7;14.9
2021-07;Transilien;N;Paris Montparnasse;95.475;21.1
2020-03;RER;E;RER E;90.362;9.375
2022-03;Transilien;L;Paris Saint-Lazare Sud;94.482;17.121
2021-11;RER;C;RER C;88.146;7.436
2016-03;RER;A;RER A;72.2;2.6
2021-07;Transilien;P;Paris Est;92.354;12.078
2020-03;Transilien;H;Paris Nord Ouest;95.134;19.552
2022-04;RER;C;RER C;90.296;9.305
2021-11;RER;D;RER D;85.489;5.891
2016-03;Transilien;J;Paris Saint-Lazare Nord;91.1;10.2
2021-08;RER;B;RER B;75.721;3.119
2020-06;RER;B;RER B;86.187;6.24
2022-04;Transilien;K;Paris Nord Crépy;93.744;14.986
